kpi_name,period,value,delta,driver,status,scenario_id
high_risk_supply_pct,2025-02,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2025-02,-0.42,0.0,Gap to target,positive,base
energy_per_ton,2025-02,70.2318,0.0,Efficiency,neutral,base
water_per_ton,2025-02,0.815,0.0,Conservation,neutral,base
waste_impact_pct,2025-02,2.0755,0.0,Waste,positive,base
yield_variability_index,2025-02,0.118,0.0,Quality,neutral,base
vision_2030_index,2025-03,85.5,0.0,Sustainability,positive,base
total_demand_tons,2025-03,95694.22,50.6152,SKU forecast,positive,base
recipe_time_utilization_pct,2025-03,64.473,-0.4314,Time constraint,positive,base
capacity_violations_count,2025-03,0.0,0.0,Overload,positive,base
waste_rate_pct,2025-03,2.103,0.0275,Recipe mix,positive,base
avg_cost_per_ton,2025-03,1068.1848,46.6001,Wheat price,neutral,base
avg_changeovers,2025-03,112.0,0.0,Recipe switches,neutral,base
total_recipe_hours,2025-03,2422.81,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-03,87.6475,0.0,Model accuracy,positive,base
seasonality_index,2025-03,1.441,0.0,Calendar,neutral,base
planned_recipe_hours,2025-03,1147.62,0.0,Schedule,neutral,base
available_mill_hours,2025-03,1780.0,0.0,Capacity,neutral,base
total_sku_forecast_units,2025-03,5808451.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-03,95694.22,0.0,Flour demand,neutral,base
slack_shortfall_hours,2025-03,632.38,0.0,Capacity balance,positive,base
wheat_cost_index,2025-03,987.7928,0.0,Raw material,neutral,base
vision_2030_compliance,2025-03,85.5,0.0,Composite,positive,base
overload_hours,2025-03,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-03,190.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-03,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-03,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-03,95694.23,0.0,Procurement,neutral,base
yield_variability_index,2025-03,0.061,0.0,Quality,neutral,base
mill_utilization_pct,2025-03,64.473,0.0,Utilization,positive,base
high_risk_supply_pct,2025-03,39.7,0.0,Geopolitics,negative,base
waste_rate_vs_target,2025-03,-0.4,0.0,Gap to target,positive,base
energy_per_ton,2025-03,69.972,0.0,Efficiency,neutral,base
water_per_ton,2025-03,0.8044,0.0,Conservation,neutral,base
waste_impact_pct,2025-03,2.103,0.0,Waste,positive,base
avg_wheat_cost_sar,2025-03,1068.1848,0.0,Market,neutral,base
import_dependency_pct,2025-03,100.0,0.0,Supply chain,negative,base
recipe_time_utilization_pct,2025-04,65.8477,1.3746,Time constraint,positive,base
capacity_violations_count,2025-04,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-04,1027.1999,-40.9849,Wheat price,neutral,base
waste_rate_pct,2025-04,2.07,-0.033,Recipe mix,positive,base
vision_2030_index,2025-04,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-04,4196992.0,0.0,Forecast,neutral,base
forecast_confidence_pct,2025-04,87.4381,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2025-04,69819.8,0.0,Flour demand,neutral,base
total_recipe_hours,2025-04,1776.14,0.0,Recipe demand,neutral,base
seasonality_index,2025-04,1.077,0.0,Calendar,neutral,base
planned_recipe_hours,2025-04,1179.99,0.0,Schedule,neutral,base
available_mill_hours,2025-04,1792.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-04,612.01,0.0,Capacity balance,positive,base
total_demand_tons,2025-04,69819.8,-27.0386,SKU forecast,negative,base
avg_wheat_cost_sar,2025-04,1027.1999,0.0,Market,neutral,base
avg_changeovers,2025-04,112.0,0.0,Recipe switches,neutral,base
import_dependency_pct,2025-04,100.0,0.0,Supply chain,negative,base
downtime_risk_score,2025-04,32.9,0.0,Risk model,positive,base
mill_utilization_pct,2025-04,65.8477,0.0,Utilization,positive,base
overload_hours,2025-04,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-04,194.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-04,0.2,0.0,Continuity,neutral,base
total_wheat_requirement_tons,2025-04,69819.77,0.0,Procurement,neutral,base
wheat_cost_index,2025-04,989.4569,0.0,Raw material,neutral,base
high_risk_supply_pct,2025-04,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-04,0.083,0.0,Quality,neutral,base
waste_rate_vs_target,2025-04,-0.43,0.0,Gap to target,positive,base
energy_per_ton,2025-04,69.7357,0.0,Efficiency,neutral,base
water_per_ton,2025-04,0.7814,0.0,Conservation,neutral,base
vision_2030_compliance,2025-04,85.5,0.0,Composite,positive,base
waste_impact_pct,2025-04,2.07,0.0,Waste,positive,base
recipe_time_utilization_pct,2025-05,65.214,-0.6337,Time constraint,positive,base
capacity_violations_count,2025-05,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-05,1022.6169,-4.583,Wheat price,neutral,base
waste_rate_pct,2025-05,2.34,0.27,Recipe mix,positive,base
vision_2030_index,2025-05,85.5,0.0,Sustainability,positive,base
total_sku_forecast_units,2025-05,4284243.0,0.0,Forecast,neutral,base
seasonality_index,2025-05,1.0568,0.0,Calendar,neutral,base
total_recipe_hours,2025-05,1807.48,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-05,87.3203,0.0,Model accuracy,positive,base
planned_recipe_hours,2025-05,1185.59,0.0,Schedule,neutral,base
available_mill_hours,2025-05,1818.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-05,632.41,0.0,Capacity balance,positive,base
avg_changeovers,2025-05,114.0,0.0,Recipe switches,neutral,base
total_demand_tons,2025-05,71051.17,1.7636,SKU forecast,positive,base
bulk_flour_required_tons,2025-05,71051.17,0.0,Flour demand,neutral,base
wheat_cost_index,2025-05,989.4202,0.0,Raw material,neutral,base
import_dependency_pct,2025-05,100.0,0.0,Supply chain,negative,base
waste_impact_pct,2025-05,2.34,0.0,Waste,positive,base
overload_hours,2025-05,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-05,198.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-05,0.2,0.0,Continuity,neutral,base
total_wheat_requirement_tons,2025-05,71051.06,0.0,Procurement,neutral,base
avg_wheat_cost_sar,2025-05,1022.6169,0.0,Market,neutral,base
downtime_risk_score,2025-05,32.6,0.0,Risk model,positive,base
high_risk_supply_pct,2025-05,40.3,0.0,Geopolitics,negative,base
yield_variability_index,2025-05,0.098,0.0,Quality,neutral,base
energy_per_ton,2025-05,70.37,0.0,Efficiency,neutral,base
water_per_ton,2025-05,0.7927,0.0,Conservation,neutral,base
vision_2030_compliance,2025-05,85.5,0.0,Composite,positive,base
mill_utilization_pct,2025-05,65.214,0.0,Utilization,positive,base
waste_rate_vs_target,2025-05,-0.16,0.0,Gap to target,positive,base
vision_2030_index,2025-06,85.5,0.0,Sustainability,positive,base
recipe_time_utilization_pct,2025-06,63.7214,-1.4926,Time constraint,positive,base
capacity_violations_count,2025-06,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-06,1032.9822,10.3652,Wheat price,neutral,base
waste_rate_pct,2025-06,1.9717,-0.3683,Recipe mix,positive,base
avg_changeovers,2025-06,112.0,0.0,Recipe switches,neutral,base
total_demand_tons,2025-06,82992.51,16.8067,SKU forecast,positive,base
total_recipe_hours,2025-06,2112.54,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-06,87.5095,0.0,Model accuracy,positive,base
seasonality_index,2025-06,1.2767,0.0,Calendar,neutral,base
planned_recipe_hours,2025-06,1074.98,0.0,Schedule,neutral,base
available_mill_hours,2025-06,1687.0,0.0,Capacity,neutral,base
total_sku_forecast_units,2025-06,5005624.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-06,82992.51,0.0,Flour demand,neutral,base
slack_shortfall_hours,2025-06,612.02,0.0,Capacity balance,positive,base
vision_2030_compliance,2025-06,85.5,0.0,Composite,positive,base
wheat_cost_index,2025-06,989.2211,0.0,Raw material,neutral,base
overload_hours,2025-06,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-06,191.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-06,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-06,31.9,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-06,82992.53,0.0,Procurement,neutral,base
yield_variability_index,2025-06,0.092,0.0,Quality,neutral,base
mill_utilization_pct,2025-06,63.7214,0.0,Utilization,positive,base
high_risk_supply_pct,2025-06,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2025-06,-0.53,0.0,Gap to target,positive,base
energy_per_ton,2025-06,68.5917,0.0,Efficiency,neutral,base
water_per_ton,2025-06,0.7853,0.0,Conservation,neutral,base
waste_impact_pct,2025-06,1.9717,0.0,Waste,positive,base
avg_wheat_cost_sar,2025-06,1032.9822,0.0,Market,neutral,base
import_dependency_pct,2025-06,100.0,0.0,Supply chain,negative,base
total_demand_tons,2025-07,66245.29,-20.1792,SKU forecast,negative,base
recipe_time_utilization_pct,2025-07,65.9256,2.2042,Time constraint,positive,base
capacity_violations_count,2025-07,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-07,991.6184,-41.3638,Wheat price,neutral,base
waste_rate_pct,2025-07,2.07,0.0983,Recipe mix,positive,base
vision_2030_index,2025-07,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2025-07,87.5,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2025-07,66245.29,0.0,Flour demand,neutral,base
total_recipe_hours,2025-07,1684.92,0.0,Recipe demand,neutral,base
seasonality_index,2025-07,0.9803,0.0,Calendar,neutral,base
planned_recipe_hours,2025-07,1223.58,0.0,Schedule,neutral,base
available_mill_hours,2025-07,1856.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-07,632.42,0.0,Capacity balance,positive,base
avg_changeovers,2025-07,116.0,0.0,Recipe switches,neutral,base
vision_2030_compliance,2025-07,85.5,0.0,Composite,positive,base
total_sku_forecast_units,2025-07,3975634.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2025-07,991.6184,0.0,Market,neutral,base
mill_utilization_pct,2025-07,65.9256,0.0,Utilization,positive,base
overload_hours,2025-07,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-07,201.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-07,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-07,33.0,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-07,66245.23,0.0,Procurement,neutral,base
wheat_cost_index,2025-07,989.5162,0.0,Raw material,neutral,base
import_dependency_pct,2025-07,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-07,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2025-07,-0.43,0.0,Gap to target,positive,base
energy_per_ton,2025-07,69.9229,0.0,Efficiency,neutral,base
water_per_ton,2025-07,0.8079,0.0,Conservation,neutral,base
waste_impact_pct,2025-07,2.07,0.0,Waste,positive,base
yield_variability_index,2025-07,0.073,0.0,Quality,neutral,base
avg_changeovers,2025-08,114.0,0.0,Recipe switches,neutral,base
total_demand_tons,2025-08,63028.9,-4.8553,SKU forecast,negative,base
recipe_time_utilization_pct,2025-08,65.3295,-0.5962,Time constraint,positive,base
capacity_violations_count,2025-08,0.0,0.0,Overload,positive,base
waste_rate_pct,2025-08,2.03,-0.04,Recipe mix,positive,base
vision_2030_index,2025-08,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2025-08,87.7235,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2025-08,63028.9,0.0,Flour demand,neutral,base
total_recipe_hours,2025-08,1603.28,0.0,Recipe demand,neutral,base
seasonality_index,2025-08,0.9442,0.0,Calendar,neutral,base
planned_recipe_hours,2025-08,1191.61,0.0,Schedule,neutral,base
available_mill_hours,2025-08,1824.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-08,632.39,0.0,Capacity balance,positive,base
avg_cost_per_ton,2025-08,978.1455,-13.4728,Wheat price,neutral,base
total_sku_forecast_units,2025-08,3827825.0,0.0,Forecast,neutral,base
wheat_cost_index,2025-08,989.606,0.0,Raw material,neutral,base
avg_wheat_cost_sar,2025-08,978.1455,0.0,Market,neutral,base
vision_2030_compliance,2025-08,85.5,0.0,Composite,positive,base
mill_utilization_pct,2025-08,65.3295,0.0,Utilization,positive,base
overload_hours,2025-08,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-08,198.0,0.0,Scheduling,neutral,base
downtime_risk_score,2025-08,32.7,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-08,63028.88,0.0,Procurement,neutral,base
avg_run_length_days,2025-08,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2025-08,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-08,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2025-08,-0.47,0.0,Gap to target,positive,base
energy_per_ton,2025-08,68.7686,0.0,Efficiency,neutral,base
water_per_ton,2025-08,0.7993,0.0,Conservation,neutral,base
waste_impact_pct,2025-08,2.03,0.0,Waste,positive,base
yield_variability_index,2025-08,0.069,0.0,Quality,neutral,base
vision_2030_index,2025-09,85.5,0.0,Sustainability,positive,base
recipe_time_utilization_pct,2025-09,64.2703,-1.0592,Time constraint,positive,base
capacity_violations_count,2025-09,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-09,968.8782,-9.2674,Wheat price,neutral,base
waste_rate_pct,2025-09,2.1209,0.0909,Recipe mix,positive,base
avg_changeovers,2025-09,111.0,0.0,Recipe switches,neutral,base
total_demand_tons,2025-09,60967.75,-3.2702,SKU forecast,negative,base
total_recipe_hours,2025-09,1550.34,0.0,Recipe demand,neutral,base
forecast_confidence_pct,2025-09,87.6095,0.0,Model accuracy,positive,base
seasonality_index,2025-09,0.9233,0.0,Calendar,neutral,base
planned_recipe_hours,2025-09,1100.95,0.0,Schedule,neutral,base
available_mill_hours,2025-09,1713.0,0.0,Capacity,neutral,base
total_sku_forecast_units,2025-09,3671354.0,0.0,Forecast,neutral,base
bulk_flour_required_tons,2025-09,60967.75,0.0,Flour demand,neutral,base
slack_shortfall_hours,2025-09,612.05,0.0,Capacity balance,positive,base
vision_2030_compliance,2025-09,85.5,0.0,Composite,positive,base
wheat_cost_index,2025-09,989.567,0.0,Raw material,neutral,base
mill_utilization_pct,2025-09,64.2703,0.0,Utilization,positive,base
overload_hours,2025-09,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-09,190.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-09,0.2,0.0,Continuity,neutral,base
total_wheat_requirement_tons,2025-09,60967.69,0.0,Procurement,neutral,base
waste_impact_pct,2025-09,2.1209,0.0,Waste,positive,base
downtime_risk_score,2025-09,32.1,0.0,Risk model,positive,base
high_risk_supply_pct,2025-09,40.2,0.0,Geopolitics,negative,base
yield_variability_index,2025-09,0.079,0.0,Quality,neutral,base
waste_rate_vs_target,2025-09,-0.38,0.0,Gap to target,positive,base
energy_per_ton,2025-09,69.8218,0.0,Efficiency,neutral,base
water_per_ton,2025-09,0.7854,0.0,Conservation,neutral,base
avg_wheat_cost_sar,2025-09,968.8782,0.0,Market,neutral,base
import_dependency_pct,2025-09,100.0,0.0,Supply chain,negative,base
total_demand_tons,2025-10,62462.58,2.4518,SKU forecast,positive,base
recipe_time_utilization_pct,2025-10,65.1389,0.8686,Time constraint,positive,base
capacity_violations_count,2025-10,0.0,0.0,Overload,positive,base
avg_cost_per_ton,2025-10,970.7897,1.9115,Wheat price,neutral,base
waste_rate_pct,2025-10,2.096,-0.0249,Recipe mix,positive,base
vision_2030_index,2025-10,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2025-10,87.8871,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2025-10,62462.58,0.0,Flour demand,neutral,base
total_recipe_hours,2025-10,1588.65,0.0,Recipe demand,neutral,base
seasonality_index,2025-10,0.9232,0.0,Calendar,neutral,base
planned_recipe_hours,2025-10,1181.62,0.0,Schedule,neutral,base
available_mill_hours,2025-10,1814.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-10,632.38,0.0,Capacity balance,positive,base
avg_changeovers,2025-10,115.0,0.0,Recipe switches,neutral,base
vision_2030_compliance,2025-10,85.5,0.0,Composite,positive,base
total_sku_forecast_units,2025-10,3770879.0,0.0,Forecast,neutral,base
avg_wheat_cost_sar,2025-10,970.7897,0.0,Market,neutral,base
mill_utilization_pct,2025-10,65.1389,0.0,Utilization,positive,base
overload_hours,2025-10,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-10,198.0,0.0,Scheduling,neutral,base
avg_run_length_days,2025-10,0.2,0.0,Continuity,neutral,base
downtime_risk_score,2025-10,32.6,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-10,62462.55,0.0,Procurement,neutral,base
wheat_cost_index,2025-10,989.4182,0.0,Raw material,neutral,base
import_dependency_pct,2025-10,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-10,40.3,0.0,Geopolitics,negative,base
waste_impact_pct,2025-10,2.096,0.0,Waste,positive,base
waste_rate_vs_target,2025-10,-0.4,0.0,Gap to target,positive,base
energy_per_ton,2025-10,70.109,0.0,Efficiency,neutral,base
water_per_ton,2025-10,0.7843,0.0,Conservation,neutral,base
yield_variability_index,2025-10,0.055,0.0,Quality,neutral,base
avg_changeovers,2025-11,108.0,0.0,Recipe switches,neutral,base
total_demand_tons,2025-11,61919.89,-0.8688,SKU forecast,negative,base
recipe_time_utilization_pct,2025-11,64.3357,-0.8033,Time constraint,positive,base
capacity_violations_count,2025-11,0.0,0.0,Overload,positive,base
waste_rate_pct,2025-11,2.259,0.163,Recipe mix,positive,base
vision_2030_index,2025-11,85.5,0.0,Sustainability,positive,base
forecast_confidence_pct,2025-11,87.6071,0.0,Model accuracy,positive,base
bulk_flour_required_tons,2025-11,61919.89,0.0,Flour demand,neutral,base
total_recipe_hours,2025-11,1574.85,0.0,Recipe demand,neutral,base
seasonality_index,2025-11,0.9443,0.0,Calendar,neutral,base
planned_recipe_hours,2025-11,1104.0,0.0,Schedule,neutral,base
available_mill_hours,2025-11,1716.0,0.0,Capacity,neutral,base
slack_shortfall_hours,2025-11,612.0,0.0,Capacity balance,positive,base
avg_cost_per_ton,2025-11,979.3809,8.5912,Wheat price,neutral,base
total_sku_forecast_units,2025-11,3714744.0,0.0,Forecast,neutral,base
wheat_cost_index,2025-11,989.4825,0.0,Raw material,neutral,base
avg_wheat_cost_sar,2025-11,979.3809,0.0,Market,neutral,base
vision_2030_compliance,2025-11,85.5,0.0,Composite,positive,base
mill_utilization_pct,2025-11,64.3357,0.0,Utilization,positive,base
overload_hours,2025-11,0.0,0.0,Capacity,positive,base
recipe_switch_count,2025-11,186.0,0.0,Scheduling,neutral,base
downtime_risk_score,2025-11,32.2,0.0,Risk model,positive,base
total_wheat_requirement_tons,2025-11,61919.86,0.0,Procurement,neutral,base
avg_run_length_days,2025-11,0.2,0.0,Continuity,neutral,base
import_dependency_pct,2025-11,100.0,0.0,Supply chain,negative,base
high_risk_supply_pct,2025-11,40.3,0.0,Geopolitics,negative,base
waste_rate_vs_target,2025-11,-0.24,0.0,Gap to target,positive,base
energy_per_ton,2025-11,69.725,0.0,Efficiency,neutral,base
water_per_ton,2025-11,0.7859,0.0,Conservation,neutral,base
waste_impact_pct,2025-11,2.259,0.0,Waste,positive,base
yield_variability_index,2025-11,0.074,0.0,Quality,neutral,base
waste_rate_pct,2025-12,2.1855,-0.0735,Recipe mix,positive,base
total_demand_tons,2025-12,66746.73,7.7953,SKU forecast,positive,base
recipe_time_utilization_pct,2025-12,64.7781,0.4424,Time constraint,positive,base
capacity_violations_count,2025-12,0.0,0.0,Overload,positive,base
